ID,M,N,K,TCC_HIT_RATE,time_ns,TCC_EA0_RDREQ,EA0_RDREQ_LEVEL
29,4096,7680,4096,0.43284700012648164,458678.0,9061663.0,3230143218.0
30,4096,7936,4096,0.3106164928515472,471217.0,11600227.0,4121718731.5
31,4096,8192,4096,0.733399866848268,445017.0,3987798.0,1385820958.0
32,4096,8448,4096,0.3214950733979919,475062.0,12136005.0,4383313002.0
33,4096,8704,4096,0.47210117544262464,465488.0,9480864.0,3424397689.0
34,4096,14080,4096,0.4166452528494242,733504.0,17131190.5,6231475603.0
35,4096,14336,4096,0.7600884223160888,663941.0,6093316.0,3074891007.0
36,4096,16128,4096,0.4232395593382434,958878.0,19376509.0,7215725232.0
37,4096,16384,4096,0.728062416746319,901453.0,8172533.0,3357012378.5
38,4096,16640,4096,0.4320946463881658,944957.0,19651572.5,7282689525.5
39,4096,32512,4096,0.4463875435967547,1861292.0,37316568.0,18136276840.0
40,4096,32768,4096,0.6166365274182803,1766291.5,24754284.5,19350510273.5
41,4096,33024,4096,0.4423133274087044,1904215.0,38214233.0,19906098066.0
42,4096,65536,4096,0.4812900548826125,4171148.0,69939806.0,64125878339.0
43,4096,65792,4096,0.4538963713803725,4199932.0,74364973.0,66580167473.0
44,4096,66048,4096,0.45659894485018304,4302981.5,74243420.5,60075971381.5
45,4096,128256,4096,0.46205015610868844,8803539.0,142549934.0,127342900555.0
46,4096,130816,4096,0.4659693708972239,8823069.5,144216235.0,125676579368.5
47,4096,131072,4096,0.4626751668235911,8842798.0,145473056.5,128022820395.5
48,4608,2048,4096,0.47594192742252545,189280.0,2491814.0,1100955576.0
49,4608,4096,4096,0.605983178257127,247286.0,3599800.0,1232165213.0
50,4608,4608,4096,0.45581345256443184,438248.0,5844913.0,2003195718.0
51,4608,4864,4096,0.2531588354704105,452990.0,8727234.0,3038466610.5
52,4608,5376,4096,0.24870659053163768,460320.0,9706749.5,3402235786.0
53,4608,7680,4096,0.5426202394146749,458919.0,8006338.0,2839900100.0
54,4608,7936,4096,0.3359747592865493,480350.0,12526867.0,4608469926.0
55,4608,8192,4096,0.7435333971103802,461842.5,4270359.0,1455338058.5
56,4608,8448,4096,0.3507515501600542,496815.0,13010564.0,4680347623.5
57,4608,8704,4096,0.5183932780678777,688057.5,9619815.0,3250258979.0
58,4608,14080,4096,0.4185688066408989,954411.0,19201052.5,7001468226.5
59,4608,14336,4096,0.7485480011552076,906018.0,7283529.0,2641829132.0
60,4608,16128,4096,0.4304972728274444,966990.0,21493864.0,7920354931.0
61,4608,16384,4096,0.7188864555839781,881464.0,9583265.0,4965766370.0
62,4608,16640,4096,0.4236711472424944,998397.0,22470186.0,7977218796.0
63,4608,32512,4096,0.4465432314256296,2128389.0,41967002.0,20627142817.0
64,4608,32768,4096,0.6147529389517714,2053036.0,28007528.0,21274763548.0
65,4608,33024,4096,0.44432012808997756,2206423.5,42817997.0,21618220461.0
66,4608,65536,4096,0.48199544453310067,4761462.5,78561485.0,69848510119.0
67,4608,65792,4096,0.45185663440271295,4859203.5,84008742.5,75562871078.0
68,4608,66048,4096,0.45459513544208546,4867799.0,83862655.5,77583630566.5
69,4608,128256,4096,0.4637136433706836,9705667.0,159818997.5,136258372599.5
70,4608,130816,4096,0.4626583388822956,10155782.0,163364305.0,144912343051.0
71,4608,131072,4096,0.46512298734368923,10070051.5,162823371.5,139509149621.0
72,4864,2048,4096,0.4759948199153119,194688.0,2630111.0,1141134194.0
73,4864,4096,4096,0.5968506460871201,251892.0,3901926.0,1330563397.0
74,4864,4608,4096,0.4514303348974812,440170.5,6224472.5,2146974049.0
75,4864,4864,4096,0.24740506530531858,458398.0,9288082.0,3241149459.0
76,4864,5376,4096,0.2624305763830934,461361.0,10043273.0,3533365677.0
77,4864,7680,4096,0.45663696318785,483355.0,10258768.0,3622598174.0
78,4864,7936,4096,0.32551482732898585,495773.0,13449492.0,4838147947.0
79,4864,8192,4096,0.7407782770197004,475944.0,4569149.0,1541250067.0
80,4864,8448,4096,0.34283180556016735,707486.0,13915979.0,4873873145.5
81,4864,8704,4096,0.5203656148277362,689118.5,10106817.5,3449953840.0
82,4864,14080,4096,0.41846786464560914,948843.5,20271222.5,7482587264.0
83,4864,14336,4096,0.7461913323432892,892841.0,7780346.5,3977005199.5
84,4864,16128,4096,0.4247009757333496,972838.5,22943135.0,9806361747.5
85,4864,16384,4096,0.7201299567833573,899570.0,10059541.0,5124741801.0
86,4864,16640,4096,0.42000659824690834,1182187.5,23884772.0,8707638884.5
87,4864,32512,4096,0.44599530582795255,2222166.0,44346778.0,20739610527.0
88,4864,32768,4096,0.6182461425073087,2074387.0,29250366.0,21867166393.0
89,4864,33024,4096,0.4383473534028651,2376413.5,45736159.0,23976233191.5
90,4864,65536,4096,0.4804063370836403,4936721.0,83210800.0,72027476747.0
91,4864,65792,4096,0.4554168303130848,5207938.5,88032107.5,81255189677.5
92,4864,66048,4096,0.4560336386762906,5143965.0,88262086.0,77367926713.0
93,4864,128256,4096,0.46662160046972706,10556249.0,167668724.0,163102150253.0
94,4864,130816,4096,0.45949782193027816,11101519.0,173569936.0,229519538144.0
95,4864,131072,4096,0.4630070714542948,10544435.0,172630385.0,146018434002.0
96,5376,2048,4096,0.4770474830275452,202619.0,2900224.0,1214123174.5
97,5376,4096,4096,0.5893732486221204,435364.0,4404054.0,1522167280.0
98,5376,4608,4096,0.4476401065752771,444938.0,6931626.0,2431587352.0
99,5376,4864,4096,0.25370277401071006,461963.0,10171785.0,3574086369.0
100,5376,5376,4096,0.2632944256969354,467411.0,11085168.0,3923694947.0
101,5376,7680,4096,0.512424611698612,689900.0,10041230.0,3386624085.0
102,5376,7936,4096,0.33090123422242124,712333.0,14734750.0,5156255750.0
103,5376,8192,4096,0.7431284000366629,672314.0,4991428.0,1673374305.0
104,5376,8448,4096,0.33090321331821093,716479.5,15684639.0,5464154631.0
105,5376,8704,4096,0.5020234652943836,697611.5,11652941.5,4034770451.5
106,5376,14080,4096,0.4231371474561245,996834.0,22205311.0,7934109729.0
107,5376,14336,4096,0.7510864606576586,880702.0,8386629.0,4317720862.0
108,5376,16128,4096,0.4307946930818798,1200414.5,25060155.0,9206277009.0
109,5376,16384,4096,0.7080166299923553,1104594.0,11718149.0,6046302286.0
110,5376,16640,4096,0.431981105686095,1218361.0,25795323.0,9223701056.0
111,5376,32512,4096,0.4474431873652723,2493369.0,48871525.0,23224816397.0
112,5376,32768,4096,0.6203700233786538,2326559.0,32118000.0,24220800338.5
113,5376,33024,4096,0.44629232641879146,2567874.0,49755695.0,25385095403.0
114,5376,65536,4096,0.47611167657765263,5517199.5,92820815.0,81955350311.0
115,5376,65792,4096,0.45346529438996663,5584679.0,97687822.5,85158928634.5
116,5376,66048,4096,0.4574556221099081,5605691.0,97267418.0,87610135412.0
117,5376,128256,4096,0.46416842021348237,11788995.0,186271412.0,212889491716.0
118,5376,130816,4096,0.465997972957451,11810547.0,189269895.0,160607623555.0
119,5376,131072,4096,0.46666330774396325,11792520.0,189357907.0,162035011232.0
120,7680,2048,4096,0.47800164770675335,229219.0,4134273.5,1541599708.0
121,7680,4096,4096,0.6084382735707574,450005.5,5951901.5,2106456454.5
122,7680,4608,4096,0.4710637328129016,466610.0,9431876.0,3338516638.0
123,7680,4864,4096,0.2717905405405405,490886.0,14145684.0,5115970062.0
124,7680,5376,4096,0.27964326531174266,715378.0,15450998.0,5403061442.5
125,7680,7680,4096,0.40245668057323003,719443.5,17991273.0,7583566963.5
126,7680,7936,4096,0.360192052918346,964266.0,20040330.0,7218923443.0
127,7680,8192,4096,0.7483743729663774,913710.0,6943031.0,2628870438.0
128,7680,8448,4096,0.35377226195484507,969474.0,21567042.0,7733321685.0
129,7680,8704,4096,0.4856844205117735,943435.0,17258142.5,6261968863.0
130,7680,14080,4096,0.4223050885456114,1454550.0,31768400.0,11724229840.0
131,7680,14336,4096,0.741098211887346,1326961.5,12597849.0,6426351351.0
132,7680,16128,4096,0.43092033213026226,1708243.0,35787404.0,13268836859.0
133,7680,16384,4096,0.7005746795219499,1575810.0,17264800.0,8726890574.5
134,7680,16640,4096,0.42577348228432316,1736107.0,37292671.5,13265875633.5
135,7680,32512,4096,0.4493078312944232,3655164.0,69550830.0,31688643031.0
136,7680,32768,4096,0.6152283427814546,3421899.0,46608482.0,33845244144.0
137,7680,33024,4096,0.44517711220933365,3733440.0,71234854.0,34080557872.0
138,7680,65536,4096,0.47743560151404185,8107873.0,132222503.0,109104755393.0
139,7680,65792,4096,0.4570320363161983,8153918.0,138536247.5,110729240417.0
140,7680,66048,4096,0.4583826372020285,8151294.0,138688997.0,110715226070.5
141,7680,128256,4096,0.46394780202644637,16339974.0,266228529.0,211486146609.0
142,7680,130816,4096,0.46448180105590736,16733944.0,271239440.0,219813019634.0
143,7680,131072,4096,0.4644594155477192,16832909.0,271753568.5,217400445017.0
144,7936,2048,4096,0.4805804242339383,234467.0,4247421.5,1558220596.5
145,7936,4096,4096,0.6171694671185161,453551.0,5990236.0,2124435264.0
146,7936,4608,4096,0.44290390815425557,473079.5,10325660.0,3647087243.0
147,7936,4864,4096,0.26221773160257317,506349.0,14824819.0,5288289143.0
148,7936,5376,4096,0.28260263754743936,717943.0,15894575.0,5547487877.0
149,7936,7680,4096,0.4640083582904165,949244.0,16479401.0,5865585608.0
150,7936,7936,4096,0.35349238963497875,967731.5,20945448.5,7482507516.5
151,7936,8192,4096,0.754421058915526,914552.0,6953098.0,2639619211.0
152,7936,8448,4096,0.36158198671983144,958637.5,21990927.5,8002930497.5
153,7936,8704,4096,0.4540172558714666,918118.0,19063846.5,8226915753.5
154,7936,14080,4096,0.422605890901132,1484955.5,32808211.5,11911260067.5
155,7936,14336,4096,0.7448581080979748,1335175.0,12776814.0,6536373350.0
156,7936,16128,4096,0.43083863365293007,1741295.0,36985677.0,13221935283.0
157,7936,16384,4096,0.700135274390564,1570083.0,17871974.0,9162590392.0
158,7936,16640,4096,0.4290274202006237,1709527.0,38293430.0,16366143154.0
159,7936,32512,4096,0.4503194332926799,3742055.0,71722136.0,32088122730.0
160,7936,32768,4096,0.6023649309675179,3742013.0,50043765.0,29278072652.0
161,7936,33024,4096,0.44325122188500576,3905093.5,73892846.5,36368878513.0
162,7936,65536,4096,0.47783315474924837,8371944.0,136513331.0,112394662940.0
163,7936,65792,4096,0.45383328504093934,8383562.0,144092919.0,115622584544.0
164,7936,66048,4096,0.45876808124242474,8504336.0,143194861.0,123093399516.0
165,7936,128256,4096,0.46372876468964785,16989931.0,275227986.0,212900710722.0
166,7936,130816,4096,0.46431661368932703,17900484.0,280369026.0,325452179714.0
167,7936,131072,4096,0.46447784605040715,17406446.0,280810925.5,225725039166.0
168,8192,2048,4096,0.475690265250777,238753.0,4427588.5,1601899319.0
169,8192,4096,4096,0.5990755134218979,457076.0,6525023.0,2314656000.5
170,8192,4608,4096,0.508684375338839,476384.0,9260703.0,3254344470.5
171,8192,4864,4096,0.2696107687517121,513279.0,15136850.5,5365595368.0
172,8192,5376,4096,0.27595105819081256,721026.0,16571823.0,5805217171.0
173,8192,7680,4096,0.4280192939940347,954131.0,18284949.0,6522881002.0
174,8192,7936,4096,0.3513275641059283,970635.0,21700038.0,7933158905.0
175,8192,8192,4096,0.7533180457967272,913972.0,7218945.0,2802871688.0
176,8192,8448,4096,0.36115495212786936,961582.0,22716617.0,8217924762.0
177,8192,8704,4096,0.48987826104034277,912549.5,18239889.0,7922310832.5
178,8192,14080,4096,0.4156912444526627,1507269.0,34314511.0,14005902033.0
179,8192,14336,4096,0.7458921628736808,1355565.0,13120473.0,6570322400.0
180,8192,16128,4096,0.4279139045086512,1748426.0,38395500.0,15801654048.0
181,8192,16384,4096,0.7022146580332201,1597843.0,18291424.5,9172275085.5
182,8192,16640,4096,0.42471607385756727,1775686.5,39858839.0,16051161486.0
183,8192,32512,4096,0.4491240063715666,3923119.5,74214249.0,34680750366.5
184,8192,32768,4096,0.598918693654176,3718141.0,52177932.0,43828097049.0
185,8192,33024,4096,0.444984547994338,4020145.0,76012380.0,36540338825.0
186,8192,65536,4096,0.47578533469723017,8546444.0,141533549.0,112677693550.0
187,8192,65792,4096,0.4560153962946756,8730512.5,148079968.0,122587146725.0
188,8192,66048,4096,0.4572382747709273,8648227.0,148279236.0,117416360356.0
189,8192,128256,4096,0.4656062229389414,17427396.5,282997591.0,211110128475.5
190,8192,130816,4096,0.464002701602783,17941157.0,289610551.0,234828622023.0
191,8192,131072,4096,0.46555416962827995,17954172.0,289210902.5,232180116230.0
192,8448,2048,4096,0.4761803339505443,242559.0,4560505.0,1640906049.0
193,8448,4096,4096,0.6137443253315067,458417.5,6442792.0,2297310050.5
194,8448,4608,4096,0.4542224063478434,489544.0,10743252.5,3743043863.0
195,8448,4864,4096,0.2742510859053327,714396.5,15502184.0,5419833764.5
196,8448,5376,4096,0.2875717781065978,721066.0,16792276.0,5913516502.0
197,8448,7680,4096,0.5099962421995513,947482.0,15863049.0,5702363415.0
198,8448,7936,4096,0.35624472794611595,964926.5,22192325.0,8085413263.0
199,8448,8192,4096,0.7488218903657542,904837.5,7619498.5,3435182839.0
200,8448,8448,4096,0.37887231097331653,965668.0,22714705.5,8289724879.0
201,8448,8704,4096,0.4666387911206598,963664.0,19771239.0,6978096001.0
202,8448,14080,4096,0.41750426456946677,1537554.0,35265599.0,13915710272.0
203,8448,14336,4096,0.7400488306198624,1568400.0,13928678.5,6997250153.5
204,8448,16128,4096,0.42463091027798927,1740735.0,39847281.0,16928252399.0
205,8448,16384,4096,0.6965642893436789,1599645.5,19303027.0,9744894521.0
206,8448,16640,4096,0.425172420463925,1971716.5,41068172.5,14773413719.0
207,8448,32512,4096,0.4494317814680796,4009446.0,76485785.0,34502059591.0
208,8448,32768,4096,0.6179674387468849,3742814.0,50842330.0,35827107074.0
209,8448,33024,4096,0.4448553824524767,4195542.0,78407922.0,43306902364.0
210,8448,65536,4096,0.47272960384537455,8829298.0,146903742.5,129069232963.5
211,8448,65792,4096,0.4556743609419982,8881935.0,152812206.5,124259936317.0
212,8448,66048,4096,0.45791926623278245,9085300.5,152699314.0,126165077547.0
213,8448,128256,4096,0.4652003953246834,18032798.5,292086433.5,228879792974.5
214,8448,130816,4096,0.46373096520059864,18416799.0,298832239.5,233788554967.5
215,8448,131072,4096,0.4617428693378445,18527924.0,300626205.0,233306204368.0
216,8704,2048,4096,0.4763208418972962,246605.0,4698276.0,1665288150.0
217,8704,4096,4096,0.6128721939336828,460401.0,6655604.5,2371701782.0
218,8704,4608,4096,0.44128036481720867,695509.0,11360730.0,3837438410.0
219,8704,4864,4096,0.2755257935708607,715418.0,15941236.0,5583312909.0
220,8704,5376,4096,0.2918218140042381,723630.0,17188865.5,6061927286.5
221,8704,7680,4096,0.404578053754934,955694.0,20308825.0,7316832185.0
222,8704,7936,4096,0.3562216696797861,965287.5,22865367.0,8454889957.0
223,8704,8192,4096,0.756273771669155,888915.0,7551283.0,4216302805.0
224,8704,8448,4096,0.360358450423194,988903.0,24168698.0,8617151820.0
225,8704,8704,4096,0.46324985437534527,954331.0,20514374.0,8557143758.0
226,8704,14080,4096,0.41314933030741813,1703761.0,36634145.0,13335945145.0
227,8704,14336,4096,0.7363218290997535,1552176.0,14612223.0,7444536678.0
228,8704,16128,4096,0.42234054075380545,1978786.5,41234778.5,14770625864.0
229,8704,16384,4096,0.6887043909378948,1879821.0,20518260.0,7216151053.0
230,8704,16640,4096,0.42284680087574616,1943553.0,42501613.0,18283930286.0
231,8704,32512,4096,0.45122980113736866,4180202.0,78516877.5,36362354160.0
232,8704,32768,4096,0.605031501022939,3939124.5,54457989.5,38574505312.5
233,8704,33024,4096,0.4452590834641428,4289204.0,80718278.0,39387493387.5
234,8704,65536,4096,0.4731297624714186,9097756.0,151229935.0,134569008411.5
235,8704,65792,4096,0.45657270957207635,9127883.0,157154825.0,123236129562.0
236,8704,66048,4096,0.4581462769018142,9180719.5,157253822.0,124396854291.5
237,8704,128256,4096,0.46447249830918286,18530730.0,301394848.0,225468070335.0
238,8704,130816,4096,0.46239033498476767,19087590.0,308743986.0,249439404203.0
239,8704,131072,4096,0.4636329865881446,19088313.0,308526757.0,248573467584.0
240,14080,2048,4096,0.47542320788000636,456275.0,7611706.0,2746453219.0
241,14080,4096,4096,0.6546706462474365,686615.0,9405840.0,5623121377.0
242,14080,4608,4096,0.4913593870512551,952768.0,16543681.0,6095089087.0
243,14080,4864,4096,0.3049082936844028,979589.5,24647793.0,9145359070.5
244,14080,5376,4096,0.3137497980902152,1016864.0,26864500.0,9714905815.0
245,14080,7680,4096,0.4526768233111378,1478747.0,29920015.0,10505823792.5
246,14080,7936,4096,0.3704523475038684,1512236.0,36086813.0,13369680730.0
247,14080,8192,4096,0.758623443663708,1356644.0,12060277.0,6688235481.0
248,14080,8448,4096,0.3744520013292786,1519727.0,38146700.0,16029935857.0
249,14080,8704,4096,0.46901372336080793,1706484.0,32782341.5,11767296118.5
250,14080,14080,4096,0.41952482565963134,2588869.0,58543863.0,24081384905.0
251,14080,14336,4096,0.7215826608926237,2508228.0,25308346.0,12587576966.0
252,14080,16128,4096,0.4260337605456695,3049750.0,66225579.0,27587885179.0
253,14080,16384,4096,0.6799890565821399,2822775.0,34319722.0,16399360228.0
254,14080,16640,4096,0.42521839978343623,3147173.5,68434499.0,27424253176.5
255,14080,32512,4096,0.4511763913224476,6853818.0,127021266.0,60528053736.0
256,14080,32768,4096,0.602482099725543,6539569.0,88751249.0,59200374809.0
257,14080,33024,4096,0.4474591712116096,7044782.0,129992341.0,64437707809.0
258,14080,65536,4096,0.47270763611207695,14921808.5,244849520.0,189214015663.0
259,14080,65792,4096,0.458043336250307,14845340.5,253447137.0,187377994006.5
260,14080,66048,4096,0.4598147384348299,15067302.5,253498193.0,204645886834.5
261,14080,128256,4096,0.46135966458374283,30523865.0,490685891.0,459528308262.0
262,14080,130816,4096,0.44891723507942566,30387741.0,513387963.0,362180238779.0
263,14080,131072,4096,0.45305183306977637,31037200.5,510060082.0,383227667370.5
264,14336,2048,4096,0.4755677891539677,459198.0,7738962.0,2793752106.0
265,14336,4096,4096,0.6480916435712404,695347.0,9794190.0,5756261203.0
266,14336,4608,4096,0.4518875043470925,957816.0,18311651.0,6655548929.0
267,14336,4864,4096,0.2976465605753673,979367.0,25380668.0,9352433471.0
268,14336,5376,4096,0.31394407931630897,1022752.0,27344328.0,10142947219.0
269,14336,7680,4096,0.46543614464521865,1492027.5,29673567.0,10422358939.0
270,14336,7936,4096,0.3642873229311641,1518085.0,37137404.0,14036458754.0
271,14336,8192,4096,0.7581702112100361,1372029.0,12309390.0,6803527550.0
272,14336,8448,4096,0.3768548567749425,1705962.0,38676429.0,14315207189.0
273,14336,8704,4096,0.46777066701900916,1716558.0,33465492.0,11935045492.5
274,14336,14080,4096,0.41934934932819334,2733160.5,59627892.0,25602655569.0
275,14336,14336,4096,0.7219661150430428,2510734.0,25723858.0,12851329914.5
276,14336,16128,4096,0.4237270959909819,3082098.0,67729597.5,27694407089.5
277,14336,16384,4096,0.6829703011298909,2820931.5,34549504.0,16966512974.5
278,14336,16640,4096,0.42564795672618366,3192082.0,69621296.0,27447955215.0
279,14336,32512,4096,0.45054609915672217,7041033.5,129495676.0,60322213353.0
280,14336,32768,4096,0.6024020497931948,6582113.0,90386149.5,60366565413.0
281,14336,33024,4096,0.44708504397642157,7133090.0,132454839.0,67257698123.5
282,14336,65536,4096,0.4707596020708239,15214708.5,250328773.0,209935147854.0
283,14336,65792,4096,0.45835556918688614,15186001.5,257889975.0,186416325923.5
284,14336,66048,4096,0.46041149590684993,15341444.0,257788123.5,191919680958.5
285,14336,128256,4096,0.45368064604112396,30603624.0,507570606.0,381253896232.0
286,14336,130816,4096,0.45010834345584944,30948170.0,521473431.0,355319028296.0
287,14336,131072,4096,0.4551201758023714,31640073.0,517154935.5,391950037360.5
288,16128,2048,4096,0.477126501278636,464247.0,8687735.0,3170567900.5
289,16128,4096,4096,0.656508364171866,936766.0,10704958.5,4284251173.0
290,16128,4608,4096,0.4897520599182154,934061.0,19015956.0,8282621254.0
291,16128,4864,4096,0.30769424638472287,1021991.5,28108285.5,11831764939.5
292,16128,5376,4096,0.31425253644291923,1225253.0,30745921.0,11262096744.0
293,16128,7680,4096,0.4282400694980163,1710009.0,35973882.0,12908968199.0
294,16128,7936,4096,0.3597087279410719,1715979.0,42108042.0,18123118220.0
295,16128,8192,4096,0.7585731024248874,1574768.0,13817537.0,7726501793.0
296,16128,8448,4096,0.3648964480306309,1776467.0,44426264.0,18530860229.5
297,16128,8704,4096,0.4554536217456273,1979066.5,38620139.5,13709286053.5
298,16128,14080,4096,0.4172580445172538,3109158.0,67347064.0,27367379840.0
299,16128,14336,4096,0.7222037874969002,2784097.0,28908274.0,14129582142.5
300,16128,16128,4096,0.42455211209053245,3574406.0,76074499.5,31798492331.5
301,16128,16384,4096,0.6599478087629248,3405158.0,42289381.0,16914400557.0
302,16128,16640,4096,0.4242663709590243,3629127.0,78530945.0,32150183473.0
303,16128,32512,4096,0.45247258189521994,7935099.0,145113539.0,67097027747.0
304,16128,32768,4096,0.5959941370526902,7445433.5,103588620.0,67531881255.5
305,16128,33024,4096,0.4477282978812712,8008123.0,148818351.0,75269421545.0
306,16128,65536,4096,0.4725841619893093,17261052.0,280535399.5,213897779832.0
307,16128,65792,4096,0.46005451571348677,17114794.0,289109812.0,206266361626.0
308,16128,66048,4096,0.4594866823856849,17299628.0,290560883.0,212096903251.0
309,16128,128256,4096,0.4492495947278044,34329641.5,576175895.5,407866472779.0
310,16128,130816,4096,0.44626120177383255,35003336.5,591223351.0,416975530218.5
311,16128,131072,4096,0.4494394302455218,35620251.0,588553824.0,435967661786.0
312,16384,2048,4096,0.4753367015131187,466570.0,8851779.0,3228778470.0
313,16384,4096,4096,0.6341407987099704,940632.0,11719525.0,4748188227.0
314,16384,4608,4096,0.5035604267790211,966429.0,18731100.5,6954372203.0
315,16384,4864,4096,0.29569358483335617,1036133.0,29092403.0,12098998331.0
316,16384,5376,4096,0.3205940544355255,1250331.0,30919524.0,11251641386.0
317,16384,7680,4096,0.42695076605102333,1733123.0,36636076.0,12858232056.0
318,16384,7936,4096,0.3694156834742752,1713074.0,42065913.0,18259764495.5
319,16384,8192,4096,0.7545681507482066,1582140.0,14339320.0,7869138358.0
320,16384,8448,4096,0.3755388705956514,1780432.5,44302599.5,18716606742.0
321,16384,8704,4096,0.4517218652382388,1976123.0,39532347.5,14025732935.0
322,16384,14080,4096,0.4182268241803764,3104810.5,68290358.0,27988712907.0
323,16384,14336,4096,0.7235056858415867,2806431.0,29194685.0,14247549228.0
324,16384,16128,4096,0.42566785689068454,3614185.0,77113638.0,31566345493.0
325,16384,16384,4096,0.672890592949207,3319069.0,41006583.0,19743743859.0
326,16384,16640,4096,0.42796051173113836,3662275.0,79210778.0,32243602687.5
327,16384,32512,4096,0.44820204679421133,8000231.5,148696300.5,73077542913.0
328,16384,32768,4096,0.59787808554903,7482002.0,104662932.5,67474342022.5
329,16384,33024,4096,0.44759623512520563,8230055.0,151218599.0,74032335067.0
330,16384,65536,4096,0.47278777258232757,17282358.0,284866836.0,219379585600.0
331,16384,65792,4096,0.45842229945142055,17392667.0,294690750.0,205962118940.5
332,16384,66048,4096,0.45973777512702985,17642337.0,295025401.0,218645831228.5
333,16384,128256,4096,0.44472650742491354,34947288.5,590666473.0,420901104852.5
334,16384,130816,4096,0.44602891449275983,35407677.0,600884550.5,406636666799.5
335,16384,131072,4096,0.4499538050008774,36076242.0,597271296.0,442789680202.0
336,16640,2048,4096,0.475106126567921,470296.0,8991751.0,3300570396.5
337,16640,4096,4096,0.6478909326608597,928012.0,11375083.0,5333673766.0
338,16640,4608,4096,0.5093765296813813,975123.0,18772741.0,6875517234.0
339,16640,4864,4096,0.3022738151700394,1238953.0,29247073.0,10711974828.0
340,16640,5376,4096,0.3151315632628929,1253053.0,31677427.0,11426032591.0
341,16640,7680,4096,0.4237235633411664,1741093.0,37440071.0,13171611912.0
342,16640,7936,4096,0.36519330970901387,1767134.0,43036926.0,17864787447.0
343,16640,8192,4096,0.7551123200084284,1587507.0,14521572.5,7964424284.0
344,16640,8448,4096,0.37466442715413995,1984095.0,45063916.0,16848653478.0
345,16640,8704,4096,0.442269680971175,1947561.0,40919981.5,17203962255.5
346,16640,14080,4096,0.4187739066809424,3115121.0,69285523.0,28311004605.0
347,16640,14336,4096,0.7203556742636679,2828501.5,30073380.0,14523933464.5
348,16640,16128,4096,0.4270693109993387,3618973.0,78109113.0,32183769421.5
349,16640,16384,4096,0.6660670237126524,3344385.0,42693546.0,20556525967.0
350,16640,16640,4096,0.4248073966961674,3706822.5,80940085.5,32078880426.0
351,16640,32512,4096,0.45057381734057184,8157028.0,150296597.0,71544523716.5
352,16640,32768,4096,0.5982109607130636,7681161.0,106196401.0,69662581523.0
353,16640,33024,4096,0.4486152465062112,8301163.0,153266390.0,77065023406.0
354,16640,65536,4096,0.4723487906538736,17637118.5,289585434.5,219216448496.0
355,16640,65792,4096,0.45849691215969746,17462142.0,299248416.5,211997482573.5
356,16640,66048,4096,0.45890357589111946,17923727.5,300152905.5,212892357764.0
357,16640,128256,4096,0.4484071665193612,35364688.0,595476748.0,414664806620.5
358,16640,130816,4096,0.44827024329032705,36135158.5,607521625.0,446633824640.5
359,16640,131072,4096,0.4489075797476932,36702128.0,607896033.0,452973168412.0
